Timestamp,Step,Power,Result
2025-05-29T14:05:31.743981,1,-15.0,-76.23614389218297
2025-05-29T14:05:31.871376,2,-15.0,-62.543284509601634
2025-05-29T14:05:31.983176,3,-15.0,-72.93939983333226
2025-05-29T14:05:32.095966,4,-15.0,-78.94196110640002
2025-05-29T14:05:32.208454,5,-15.0,-67.33041248581296
2025-05-29T14:05:32.319557,6,-15.0,-70.72376776837102
2025-05-29T14:05:32.432409,7,-15.0,-66.54198985153067
2025-05-29T14:05:32.547367,8,-15.0,-71.55337749327985
2025-05-29T14:05:32.659765,9,-15.0,-79.37691405928824
2025-05-29T14:05:32.770308,10,-15.0,-65.94949838343342
2025-05-29T14:05:32.882775,11,-15.0,-68.78824452381332
2025-05-29T14:05:32.994846,12,-15.0,-60.34102421720098
2025-05-29T14:05:33.106903,13,-15.0,-72.38154138247404
2025-05-29T14:05:33.219669,14,-15.0,-63.977084738155185
2025-05-29T14:05:33.331426,15,-15.0,-60.208705099072226
2025-05-29T14:05:33.442615,16,-15.0,-74.23771618866024
2025-05-29T14:05:33.553777,17,-15.0,-73.51573492263616
2025-05-29T14:05:33.664843,18,-15.0,-79.36358530962515
2025-05-29T14:05:33.777111,19,-15.0,-79.6972239269279
2025-05-29T14:05:33.889599,20,-15.0,-74.01579907122743
2025-05-29T14:05:34.000839,21,-15.0,-75.63653545700134
2025-05-29T14:05:34.112150,22,-15.0,-78.40163190537665
2025-05-29T14:05:34.223513,23,-15.0,-74.71114974215246
2025-05-29T14:05:34.336602,24,-15.0,-77.58169244931614
2025-05-29T14:05:34.448880,25,-15.0,-70.71974466514666
2025-05-29T14:05:34.559943,26,-15.0,-60.74077020867806
2025-05-29T14:05:34.672263,27,-15.0,-71.6553363630493
2025-05-29T14:05:34.784142,28,-15.0,-69.94309347840499
2025-05-29T14:05:34.896311,29,-15.0,-75.23767259796065
2025-05-29T14:05:35.008859,30,-15.0,-79.11670834939851
2025-05-29T14:05:35.119360,31,-15.0,-70.40443751462578
2025-05-29T14:05:35.231298,32,-15.0,-67.895023332899
2025-05-29T14:05:35.343086,33,-15.0,-63.0192255856671
2025-05-29T14:05:35.454242,34,-15.0,-71.66674808677733
2025-05-29T14:05:35.565272,35,-15.0,-77.98141155842683
2025-05-29T14:05:35.675490,36,-15.0,-65.04283287994068
2025-05-29T14:05:35.788174,37,-15.0,-73.85158140351851
2025-05-29T14:05:35.900307,38,-15.0,-66.21112287179001
2025-05-29T14:05:36.011223,39,-15.0,-71.99186932334028
