Timestamp,Power,Result,PatternRIS0
2025-11-04T15:19:57.025729,10.0,-77.77696232220853,0
2025-11-04T15:19:57.037313,10.0,-78.58393418086222,1
2025-11-04T15:19:57.047622,10.0,-69.5440484589565,2
2025-11-04T15:19:57.058105,10.0,-78.56075248466533,3
2025-11-04T15:19:57.074553,10.0,-74.35223326873793,4
2025-11-04T15:19:57.085990,10.0,-77.23261230336193,5
2025-11-04T15:19:57.096805,10.0,-68.21600847090012,6
2025-11-04T15:19:57.109398,10.0,-73.62451350118445,7
2025-11-04T15:19:57.121415,10.0,-65.7403985822078,8
2025-11-04T15:19:57.132569,10.0,-67.90908496158941,9
2025-11-04T15:19:57.149373,10.0,-65.05320236810135,10
2025-11-04T15:19:57.159333,10.0,-79.92555473321968,11
2025-11-04T15:19:57.173788,10.0,-79.28113306291881,12
2025-11-04T15:19:57.184111,10.0,-75.85676810379096,13
2025-11-04T15:19:57.197259,10.0,-65.24224668723255,14
2025-11-04T15:19:57.207787,10.0,-60.20464404281574,15
2025-11-04T15:19:57.218733,10.0,-73.2471745852481,16
2025-11-04T15:19:57.229959,10.0,-77.99788529354491,17
2025-11-04T15:19:57.239490,10.0,-68.5848357032461,18
2025-11-04T15:19:57.251554,10.0,-74.69547001806653,19
2025-11-04T15:19:57.264418,10.0,-62.9059801754898,20
2025-11-04T15:19:57.275866,10.0,-79.89869120847844,21
2025-11-04T15:19:57.289537,10.0,-77.57428362258223,22
2025-11-04T15:19:57.302348,10.0,-68.70721936131918,23
2025-11-04T15:19:57.311392,10.0,-72.01832131679444,24
2025-11-04T15:19:57.326081,10.0,-70.41873358092926,25
2025-11-04T15:19:57.335415,10.0,-76.4581285147748,26
2025-11-04T15:19:57.349423,10.0,-76.24586865459025,27
2025-11-04T15:19:57.360835,10.0,-64.63396876237725,28
2025-11-04T15:19:57.372675,10.0,-77.81600519397489,29
2025-11-04T15:19:57.383594,10.0,-69.7306733079556,30
